height,length,width,weight,metal-bronze,metal-gold,metal-platinum,metal-silver,metal-tin,shape-box,shape-cylinder,shape-sphere
-0.8771374223430549,-0.8743056428535505,-0.8681455638639364,131.33,1,0,0,0,0,0,0,1
-0.8771374223430549,-1.57670021433662,-1.5687432024580825,45.52,0,1,0,0,0,0,1,0
-0.1809966109596779,1.5840753573371924,1.5839461712155756,8282.02,0,0,1,0,0,0,1,0
0.8632146061153877,-1.57670021433662,-0.8681455638639364,175.44,0,0,0,0,1,1,0,0
-0.8771374223430549,-0.8743056428535505,-0.8681455638639364,273.13,0,1,0,0,0,0,0,1
-0.1809966109596779,1.5840753573371924,1.5839461712155756,3648.17,1,0,0,0,0,0,1,0
-1.573278233726432,-1.57670021433662,-1.5687432024580825,11.04,0,0,1,0,0,0,0,1
-0.8771374223430549,-0.8743056428535505,-0.8681455638639364,131.33,1,0,0,0,0,0,0,1
1.2112850118070762,-0.1719110713704811,-0.16754792526979007,3414.13,0,1,0,0,0,0,1,0
-1.2252078280347436,-1.2255029285950851,-1.2184443831610094,80.93,0,1,0,0,0,0,0,1
0.8632146061153877,-0.1719110713704811,0.8833485326214293,2972.8,1,0,0,0,0,1,0,0
-0.1809966109596779,-0.1719110713704811,-0.16754792526979007,1380.34,0,0,1,0,0,0,0,1
-0.1809966109596779,-0.1719110713704811,-0.16754792526979007,1264.49,0,1,0,0,0,0,0,1
-0.8771374223430549,-0.8743056428535505,-0.8681455638639364,273.13,0,1,0,0,0,0,0,1
-1.573278233726432,0.5304835001125883,0.5330497133243562,357.52,1,0,0,0,0,0,1,0
-0.8771374223430549,-1.2255029285950851,-1.2184443831610094,68.9,0,0,0,0,1,0,1,0
0.5151442004236991,0.881680785854123,0.8833485326214293,6797.9,0,1,0,0,0,0,1,0
0.8632146061153877,0.881680785854123,0.8833485326214293,2812.19,0,0,0,1,0,0,0,1
1.2112850118070762,1.2328780715956578,1.2336473519185025,7374.51,0,1,0,0,0,0,0,1
0.8632146061153877,-0.5231083571120158,-0.5178467445668632,935.68,0,0,0,0,1,1,0,0
-1.2252078280347436,-1.2255029285950851,-1.2184443831610094,80.93,0,1,0,0,0,0,0,1
-0.5290670166513665,-0.5231083571120158,-0.5178467445668632,351.52,0,0,0,1,0,0,0,1
0.8632146061153877,0.881680785854123,0.8833485326214293,2490.49,1,0,0,0,0,0,0,1
-0.8771374223430549,0.881680785854123,-0.5178467445668632,701.76,0,0,0,0,1,1,0,0
-1.2252078280347436,-1.2255029285950851,-1.2184443831610094,38.91,1,0,0,0,0,0,0,1
-1.573278233726432,-1.57670021433662,-1.5687432024580825,3.83,0,0,0,0,1,0,0,1
0.16707379473201064,0.881680785854123,1.5839461712155756,9273.6,0,1,0,0,0,1,0,0
0.8632146061153877,0.881680785854123,0.8833485326214293,1959.68,0,0,0,0,1,0,0,1
-1.2252078280347436,1.2328780715956578,1.2336473519185025,2458.17,0,1,0,0,0,0,1,0
1.2112850118070762,1.2328780715956578,1.2336473519185025,2790.25,0,0,0,0,1,0,0,1
1.2112850118070762,-0.1719110713704811,-0.16754792526979007,3726.91,0,0,1,0,0,0,1,0
1.5593554174987647,0.5304835001125883,1.2336473519185025,13286.7,0,0,1,0,0,1,0,0
-0.8771374223430549,-0.8743056428535505,-0.8681455638639364,298.15,0,0,1,0,0,0,0,1
0.5151442004236991,-0.5231083571120158,0.5330497133243562,1820.84,1,0,0,0,0,1,0,0
-0.1809966109596779,0.1792862143710536,0.18275089402728306,1672.2,1,0,0,0,0,1,0,0
-1.2252078280347436,-1.2255029285950851,-1.2184443831610094,88.34,0,0,1,0,0,0,0,1
1.2112850118070762,0.1792862143710536,0.18275089402728306,1860.17,0,0,0,0,1,0,1,0
1.2112850118070762,1.2328780715956578,1.2336473519185025,2790.25,0,0,0,0,1,0,0,1
1.5593554174987647,-0.5231083571120158,-0.8681455638639364,877.2,0,0,0,0,1,1,0,0
0.16707379473201064,0.1792862143710536,0.18275089402728306,1186.39,0,0,0,1,0,0,0,1
0.16707379473201064,0.1792862143710536,0.18275089402728306,1050.67,1,0,0,0,0,0,0,1
1.2112850118070762,-0.5231083571120158,-1.2184443831610094,526.32,0,0,0,0,1,1,0,0
1.5593554174987647,0.1792862143710536,1.2336473519185025,3947.4,0,0,0,0,1,1,0,0
-0.5290670166513665,-0.5231083571120158,-0.5178467445668632,706.73,0,0,1,0,0,0,0,1
0.8632146061153877,0.5304835001125883,0.5330497133243562,2860.17,1,0,0,0,0,0,1,0
1.5593554174987647,-0.1719110713704811,0.18275089402728306,5796.0,0,1,0,0,0,1,0,0
-0.5290670166513665,-0.5231083571120158,-0.5178467445668632,647.42,0,1,0,0,0,0,0,1
1.5593554174987647,0.1792862143710536,0.18275089402728306,2066.85,0,0,0,0,1,0,1,0
1.2112850118070762,-1.57670021433662,0.18275089402728306,566.46,0,0,0,1,0,1,0,0
0.8632146061153877,-0.1719110713704811,0.5330497133243562,2937.2,0,0,0,1,0,1,0,0
1.5593554174987647,-0.1719110713704811,-0.16754792526979007,3793.47,0,1,0,0,0,0,1,0
0.16707379473201064,0.1792862143710536,-1.2184443831610094,1391.04,0,1,0,0,0,1,0,0
-1.573278233726432,0.1792862143710536,-1.2184443831610094,231.84,0,1,0,0,0,1,0,0
0.5151442004236991,-0.1719110713704811,-0.16754792526979007,2655.43,0,1,0,0,0,0,1,0
0.5151442004236991,0.5304835001125883,0.5330497133243562,3787.65,0,0,1,0,0,0,0,1
-0.5290670166513665,1.2328780715956578,-0.8681455638639364,2086.56,0,1,0,0,0,1,0,0
0.5151442004236991,-1.57670021433662,-0.16754792526979007,738.15,0,0,1,0,0,1,0,0
-0.5290670166513665,-0.5231083571120158,-0.5178467445668632,351.52,0,0,0,1,0,0,0,1
-0.1809966109596779,-0.1719110713704811,-0.16754792526979007,912.04,1,0,0,0,0,0,1,0
1.5593554174987647,0.1792862143710536,-0.5178467445668632,5061.6,0,0,1,0,0,1,0,0
-0.5290670166513665,0.5304835001125883,0.5330497133243562,1125.29,0,0,0,0,1,0,1,0
1.5593554174987647,0.5304835001125883,0.5330497133243562,3575.21,1,0,0,0,0,0,1,0
1.2112850118070762,-0.5231083571120158,-0.8681455638639364,2277.72,0,0,1,0,0,1,0,0
1.5593554174987647,-0.1719110713704811,-0.16754792526979007,2059.71,0,0,0,1,0,0,1,0
1.2112850118070762,-1.2255029285950851,-0.8681455638639364,1138.86,0,0,1,0,0,1,0,0
-1.2252078280347436,-0.1719110713704811,-0.16754792526979007,287.06,0,0,0,0,1,0,1,0
-0.5290670166513665,1.2328780715956578,0.5330497133243562,4868.64,0,1,0,0,0,1,0,0
0.16707379473201064,0.1792862143710536,-1.2184443831610094,755.28,0,0,0,1,0,1,0,0
-1.573278233726432,-1.57670021433662,-1.5687432024580825,10.12,0,1,0,0,0,0,0,1
0.8632146061153877,-1.2255029285950851,1.2336473519185025,3036.96,0,0,1,0,0,1,0,0
-1.573278233726432,-0.8743056428535505,-0.8681455638639364,65.67,1,0,0,0,0,0,1,0
1.2112850118070762,0.1792862143710536,0.18275089402728306,4916.34,0,1,0,0,0,0,1,0
0.5151442004236991,0.881680785854123,0.8833485326214293,6797.9,0,1,0,0,0,0,1,0
-0.1809966109596779,-1.57670021433662,-1.5687432024580825,28.71,0,0,0,0,1,0,1,0
-0.8771374223430549,0.881680785854123,0.5330497133243562,3245.76,0,1,0,0,0,1,0,0
-1.2252078280347436,0.1792862143710536,0.18275089402728306,525.34,1,0,0,0,0,0,1,0
1.2112850118070762,0.1792862143710536,0.18275089402728306,4916.34,0,1,0,0,0,0,1,0
-0.5290670166513665,-0.5231083571120158,-0.5178467445668632,244.96,0,0,0,0,1,0,0,1
0.8632146061153877,0.881680785854123,0.8833485326214293,5653.86,0,0,1,0,0,0,0,1
1.2112850118070762,1.2328780715956578,1.2336473519185025,7374.51,0,1,0,0,0,0,0,1
0.16707379473201064,1.2328780715956578,0.5330497133243562,3511.62,1,0,0,0,0,1,0,0
0.8632146061153877,1.5840753573371924,1.5839461712155756,4593.01,0,0,0,0,1,0,1,0
-0.8771374223430549,0.881680785854123,0.18275089402728306,3036.96,0,0,1,0,0,1,0,0
-1.573278233726432,-1.57670021433662,-1.5687432024580825,5.49,0,0,0,1,0,0,0,1
-1.2252078280347436,-0.1719110713704811,-0.16754792526979007,287.06,0,0,0,0,1,0,1,0
1.2112850118070762,-0.5231083571120158,0.8833485326214293,6073.92,0,0,1,0,0,1,0,0
1.5593554174987647,-0.8743056428535505,1.2336473519185025,1973.7,0,0,0,0,1,1,0,0
0.5151442004236991,-1.2255029285950851,-1.2184443831610094,463.79,0,0,1,0,0,0,1,0
-1.573278233726432,-1.57670021433662,-1.5687432024580825,3.83,0,0,0,0,1,0,0,1
0.16707379473201064,0.5304835001125883,1.2336473519185025,3511.62,1,0,0,0,0,1,0,0
-0.1809966109596779,-0.8743056428535505,-0.8681455638639364,328.34,1,0,0,0,0,0,1,0
-1.573278233726432,0.881680785854123,0.8833485326214293,467.84,0,0,0,0,1,1,0,0
0.8632146061153877,0.881680785854123,0.8833485326214293,2490.49,1,0,0,0,0,0,0,1
-0.8771374223430549,0.881680785854123,1.5839461712155756,2517.6,0,0,0,1,0,1,0,0
-0.8771374223430549,1.5840753573371924,0.8833485326214293,5061.6,0,0,1,0,0,1,0,0
-0.5290670166513665,1.2328780715956578,1.5839461712155756,6955.2,0,1,0,0,0,1,0,0
-0.8771374223430549,-0.8743056428535505,-0.8681455638639364,103.34,0,0,0,0,1,0,0,1
-1.2252078280347436,-1.57670021433662,1.5839461712155756,209.8,0,0,0,1,0,1,0,0
1.5593554174987647,-1.57670021433662,-1.5687432024580825,151.74,0,1,0,0,0,0,1,0
1.5593554174987647,0.5304835001125883,0.8833485326214293,10819.2,0,1,0,0,0,1,0,0
-0.8771374223430549,0.5304835001125883,0.5330497133243562,1211.11,0,0,0,1,0,0,1,0
1.5593554174987647,1.5840753573371924,1.5839461712155756,11042.7,0,0,1,0,0,0,0,1
-0.1809966109596779,-1.57670021433662,-1.5687432024580825,41.19,0,0,0,1,0,0,1,0
-1.2252078280347436,-1.2255029285950851,-1.5687432024580825,41.96,0,0,0,1,0,1,0,0
0.8632146061153877,-0.1719110713704811,-0.16754792526979007,2098.0,0,0,0,1,0,1,0,0
0.8632146061153877,1.2328780715956578,1.2336473519185025,10733.5,0,0,1,0,0,0,1,0
-0.5290670166513665,1.5840753573371924,1.5839461712155756,2918.54,1,0,0,0,0,0,1,0
-0.8771374223430549,-0.8743056428535505,-0.8681455638639364,131.33,1,0,0,0,0,0,0,1
-1.2252078280347436,-1.2255029285950851,-0.8681455638639364,111.48,1,0,0,0,0,1,0,0
-0.5290670166513665,-0.5231083571120158,-0.5178467445668632,244.96,0,0,0,0,1,0,0,1
-0.8771374223430549,-0.1719110713704811,-0.16754792526979007,1242.3,0,0,1,0,0,0,1,0
0.5151442004236991,-0.8743056428535505,-0.8681455638639364,361.7,0,0,0,0,1,0,1,0
-1.2252078280347436,0.5304835001125883,0.5330497133243562,715.04,1,0,0,0,0,0,1,0
-1.573278233726432,-1.57670021433662,1.5839461712155756,92.9,1,0,0,0,0,1,0,0
-1.573278233726432,-1.57670021433662,-1.5687432024580825,10.12,0,1,0,0,0,0,0,1
-0.8771374223430549,-0.5231083571120158,-0.5178467445668632,275.58,0,0,0,0,1,0,1,0
-0.5290670166513665,0.5304835001125883,0.5330497133243562,3246.55,0,0,1,0,0,0,1,0
-0.5290670166513665,-0.5231083571120158,-0.5178467445668632,706.73,0,0,1,0,0,0,0,1
1.5593554174987647,0.1792862143710536,-0.8681455638639364,1315.8,0,0,0,0,1,1,0,0
-1.573278233726432,-1.57670021433662,-1.5687432024580825,11.04,0,0,1,0,0,0,0,1
0.8632146061153877,-0.8743056428535505,-0.8681455638639364,525.34,1,0,0,0,0,0,1,0
0.16707379473201064,1.5840753573371924,1.5839461712155756,4377.81,1,0,0,0,0,0,1,0
0.5151442004236991,0.5304835001125883,0.5330497133243562,3787.65,0,0,1,0,0,0,0,1
1.5593554174987647,-0.5231083571120158,-0.5178467445668632,2427.82,0,1,0,0,0,0,1,0
-0.8771374223430549,-0.8743056428535505,-0.8681455638639364,131.33,1,0,0,0,0,0,0,1
0.16707379473201064,-1.57670021433662,-1.5687432024580825,99.38,0,0,1,0,0,0,1,0
0.5151442004236991,0.5304835001125883,1.2336473519185025,9300.69,0,0,1,0,0,1,0,0
0.16707379473201064,0.5304835001125883,0.5330497133243562,1687.93,0,0,0,0,1,0,1,0
0.5151442004236991,0.1792862143710536,0.5330497133243562,3084.06,0,0,0,1,0,1,0,0
-0.8771374223430549,-0.8743056428535505,-1.2184443831610094,167.22,1,0,0,0,0,1,0,0
-0.1809966109596779,1.5840753573371924,0.8833485326214293,2924.0,0,0,0,0,1,1,0,0
-1.2252078280347436,-1.2255029285950851,-1.2184443831610094,43.94,0,0,0,1,0,0,0,1
-1.2252078280347436,-1.2255029285950851,-1.2184443831610094,58.37,1,0,0,0,0,0,1,0
0.5151442004236991,1.2328780715956578,0.18275089402728306,7302.96,0,1,0,0,0,1,0,0
-0.8771374223430549,0.881680785854123,0.8833485326214293,3180.3,0,0,1,0,0,0,1,0
0.5151442004236991,0.5304835001125883,0.5330497133243562,3469.76,0,1,0,0,0,0,0,1
-0.8771374223430549,1.2328780715956578,-1.2184443831610094,394.74,0,0,0,0,1,1,0,0
0.16707379473201064,0.1792862143710536,0.18275089402728306,1186.39,0,0,0,1,0,0,0,1
0.8632146061153877,0.881680785854123,0.8833485326214293,5653.86,0,0,1,0,0,0,0,1
0.5151442004236991,-0.8743056428535505,-0.8681455638639364,361.7,0,0,0,0,1,0,1,0
-0.5290670166513665,-1.57670021433662,0.18275089402728306,175.44,0,0,0,0,1,1,0,0
-0.1809966109596779,0.881680785854123,0.8833485326214293,2636.42,0,0,0,1,0,0,1,0
0.8632146061153877,-1.2255029285950851,-1.2184443831610094,233.48,1,0,0,0,0,0,1,0
0.8632146061153877,0.1792862143710536,0.8833485326214293,8098.56,0,0,1,0,0,1,0,0
-0.5290670166513665,1.2328780715956578,1.2336473519185025,5366.75,0,0,1,0,0,0,1,0
-1.573278233726432,-0.8743056428535505,-0.8681455638639364,51.67,0,0,0,0,1,0,1,0
0.8632146061153877,0.881680785854123,0.8833485326214293,1959.68,0,0,0,0,1,0,0,1
-0.1809966109596779,1.5840753573371924,-0.16754792526979007,5272.5,0,0,1,0,0,1,0,0
-0.8771374223430549,-1.57670021433662,-1.5687432024580825,21.89,1,0,0,0,0,0,1,0
0.16707379473201064,0.5304835001125883,0.5330497133243562,4461.12,0,1,0,0,0,0,1,0
0.5151442004236991,-1.2255029285950851,-1.5687432024580825,295.26,0,0,1,0,0,1,0,0
-1.2252078280347436,-1.2255029285950851,-1.2184443831610094,80.93,0,1,0,0,0,0,0,1
-1.2252078280347436,-0.8743056428535505,-0.8681455638639364,298.15,0,0,1,0,0,0,1,0
0.16707379473201064,-1.57670021433662,-1.2184443831610094,253.08,0,0,1,0,0,1,0,0
-0.5290670166513665,-1.57670021433662,-0.8681455638639364,125.88,0,0,0,1,0,1,0,0
-0.5290670166513665,1.2328780715956578,1.2336473519185025,5366.75,0,0,1,0,0,0,1,0
-0.1809966109596779,1.2328780715956578,1.5839461712155756,8694.0,0,1,0,0,0,1,0,0
-0.1809966109596779,-0.8743056428535505,-0.8681455638639364,682.83,0,1,0,0,0,0,1,0
0.16707379473201064,-1.57670021433662,-1.5687432024580825,99.38,0,0,1,0,0,0,1,0
-1.2252078280347436,1.2328780715956578,1.2336473519185025,2458.17,0,1,0,0,0,0,1,0
-0.1809966109596779,1.2328780715956578,1.2336473519185025,6145.43,0,1,0,0,0,0,1,0
0.16707379473201064,0.1792862143710536,0.18275089402728306,1186.39,0,0,0,1,0,0,0,1
-1.2252078280347436,-0.5231083571120158,-0.16754792526979007,371.6,1,0,0,0,0,1,0,0
-0.1809966109596779,0.881680785854123,0.8833485326214293,1837.2,0,0,0,0,1,0,1,0
1.2112850118070762,-0.1719110713704811,-0.16754792526979007,3726.91,0,0,1,0,0,0,1,0
1.5593554174987647,1.5840753573371924,1.5839461712155756,11042.7,0,0,1,0,0,0,0,1
-0.1809966109596779,0.881680785854123,-0.8681455638639364,2318.4,0,1,0,0,0,1,0,0
1.5593554174987647,1.5840753573371924,1.5839461712155756,11042.7,0,0,1,0,0,0,0,1
-0.8771374223430549,-0.8743056428535505,-0.8681455638639364,148.3,0,0,0,1,0,0,0,1
0.5151442004236991,-0.5231083571120158,0.18275089402728306,1762.32,0,0,0,1,0,1,0,0
0.8632146061153877,-0.8743056428535505,1.2336473519185025,1578.96,0,0,0,0,1,1,0,0
-0.1809966109596779,-1.57670021433662,-1.5687432024580825,82.82,0,0,1,0,0,0,1,0
-0.1809966109596779,-0.1719110713704811,-0.16754792526979007,686.57,0,0,0,1,0,0,0,1
-0.1809966109596779,-0.1719110713704811,-0.16754792526979007,686.57,0,0,0,1,0,0,0,1
-0.5290670166513665,-1.2255029285950851,-1.2184443831610094,265.02,0,0,1,0,0,0,1,0
1.5593554174987647,-1.2255029285950851,-1.2184443831610094,419.6,0,0,0,1,0,1,0,0
-1.2252078280347436,1.5840753573371924,1.5839461712155756,1647.77,0,0,0,1,0,0,1,0
1.2112850118070762,1.2328780715956578,-0.8681455638639364,4694.76,0,1,0,0,0,1,0,0
1.5593554174987647,-1.57670021433662,-1.5687432024580825,82.39,0,0,0,1,0,0,1,0
0.8632146061153877,-0.5231083571120158,-0.5178467445668632,933.93,1,0,0,0,0,0,1,0
1.5593554174987647,-0.5231083571120158,-0.8681455638639364,1114.8,1,0,0,0,0,1,0,0
-0.8771374223430549,0.5304835001125883,-1.5687432024580825,195.09,1,0,0,0,0,1,0,0
-0.1809966109596779,1.2328780715956578,0.8833485326214293,7592.4,0,0,1,0,0,1,0,0
-0.8771374223430549,-0.1719110713704811,-1.5687432024580825,109.65,0,0,0,0,1,1,0,0
-1.573278233726432,-0.5231083571120158,0.18275089402728306,222.96,1,0,0,0,0,1,0,0
0.5151442004236991,0.5304835001125883,0.5330497133243562,1969.25,0,0,0,0,1,0,1,0
-1.2252078280347436,-1.57670021433662,-1.5687432024580825,33.13,0,0,1,0,0,0,1,0
-1.573278233726432,0.5304835001125883,0.5330497133243562,811.64,0,0,1,0,0,0,1,0
-0.5290670166513665,-0.5231083571120158,-0.5178467445668632,244.96,0,0,0,0,1,0,0,1
-1.2252078280347436,-0.8743056428535505,-0.5178467445668632,463.68,0,1,0,0,0,1,0,0
-0.5290670166513665,-1.2255029285950851,-1.2184443831610094,91.86,0,0,0,0,1,0,1,0
0.16707379473201064,-0.5231083571120158,-0.8681455638639364,526.32,0,0,0,0,1,1,0,0
-1.2252078280347436,-1.2255029285950851,-1.2184443831610094,80.93,0,1,0,0,0,0,0,1
1.2112850118070762,0.5304835001125883,0.5330497133243562,6691.69,0,1,0,0,0,0,1,0
0.8632146061153877,0.881680785854123,0.8833485326214293,5653.86,0,0,1,0,0,0,0,1
1.5593554174987647,1.5840753573371924,1.5839461712155756,10115.93,0,1,0,0,0,0,0,1
-1.573278233726432,0.5304835001125883,0.5330497133243562,357.52,1,0,0,0,0,0,1,0
1.2112850118070762,0.1792862143710536,-0.5178467445668632,4173.12,0,1,0,0,0,1,0,0
1.5593554174987647,-0.8743056428535505,-0.8681455638639364,741.49,0,0,0,1,0,0,1,0
-1.573278233726432,-1.57670021433662,-1.5687432024580825,10.12,0,1,0,0,0,0,0,1
-0.1809966109596779,-0.8743056428535505,-0.8681455638639364,328.34,1,0,0,0,0,0,1,0
0.5151442004236991,-0.8743056428535505,-0.8681455638639364,459.67,1,0,0,0,0,0,1,0
-1.2252078280347436,-0.5231083571120158,1.2336473519185025,526.32,0,0,0,0,1,1,0,0
-0.1809966109596779,-0.1719110713704811,-0.16754792526979007,608.03,1,0,0,0,0,0,0,1
1.2112850118070762,1.2328780715956578,1.2336473519185025,2790.25,0,0,0,0,1,0,0,1
-0.1809966109596779,-0.5231083571120158,-0.5178467445668632,583.71,1,0,0,0,0,0,1,0
0.16707379473201064,0.5304835001125883,0.5330497133243562,1687.93,0,0,0,0,1,0,1,0
-1.573278233726432,0.1792862143710536,0.18275089402728306,546.26,0,1,0,0,0,0,1,0
1.5593554174987647,1.2328780715956578,1.2336473519185025,12290.85,0,1,0,0,0,0,1,0
1.2112850118070762,0.881680785854123,-1.2184443831610094,2782.08,0,1,0,0,0,1,0,0
1.2112850118070762,0.881680785854123,1.2336473519185025,4736.88,0,0,0,0,1,1,0,0
-1.2252078280347436,-1.2255029285950851,-1.2184443831610094,80.93,0,1,0,0,0,0,0,1
0.5151442004236991,-0.1719110713704811,0.18275089402728306,4057.2,0,1,0,0,0,1,0,0
-0.8771374223430549,-0.8743056428535505,-0.8681455638639364,148.3,0,0,0,1,0,0,0,1
0.8632146061153877,0.5304835001125883,0.5330497133243562,2250.57,0,0,0,0,1,0,1,0
1.5593554174987647,-0.1719110713704811,-0.16754792526979007,4141.01,0,0,1,0,0,0,1,0
0.5151442004236991,-1.2255029285950851,-1.2184443831610094,424.87,0,1,0,0,0,0,1,0
0.16707379473201064,0.1792862143710536,0.18275089402728306,2006.64,1,0,0,0,0,1,0,0
-0.8771374223430549,-0.8743056428535505,-0.8681455638639364,273.13,0,1,0,0,0,0,0,1
-1.2252078280347436,-1.2255029285950851,-1.2184443831610094,80.93,0,1,0,0,0,0,0,1
0.8632146061153877,0.1792862143710536,0.18275089402728306,5564.16,0,1,0,0,0,1,0,0
-0.8771374223430549,1.2328780715956578,1.2336473519185025,1773.01,1,0,0,0,0,0,1,0
0.5151442004236991,-1.57670021433662,-1.5687432024580825,51.07,1,0,0,0,0,0,1,0
-0.1809966109596779,-0.1719110713704811,-0.16754792526979007,686.57,0,0,0,1,0,0,0,1
-1.2252078280347436,-1.2255029285950851,-1.2184443831610094,30.62,0,0,0,0,1,0,0,1
1.2112850118070762,-0.5231083571120158,1.2336473519185025,3398.76,0,0,0,1,0,1,0,0
0.16707379473201064,-0.1719110713704811,-0.16754792526979007,1094.45,1,0,0,0,0,0,1,0
0.8632146061153877,0.5304835001125883,1.5839461712155756,5202.4,1,0,0,0,0,1,0,0
-1.2252078280347436,-1.2255029285950851,1.2336473519185025,377.64,0,0,0,1,0,1,0,0
1.5593554174987647,1.5840753573371924,1.5839461712155756,3827.51,0,0,0,0,1,0,0,1
1.2112850118070762,-0.8743056428535505,-0.8681455638639364,1341.69,0,0,1,0,0,0,1,0
-1.573278233726432,-0.8743056428535505,1.2336473519185025,250.83,1,0,0,0,0,1,0,0
0.16707379473201064,-1.2255029285950851,-1.2184443831610094,197.73,0,0,0,1,0,0,1,0
-0.8771374223430549,-0.8743056428535505,-0.8681455638639364,298.15,0,0,1,0,0,0,0,1
-1.573278233726432,-1.2255029285950851,-0.16754792526979007,193.2,0,1,0,0,0,1,0,0
0.5151442004236991,-1.57670021433662,-1.5687432024580825,51.07,1,0,0,0,0,0,1,0
1.5593554174987647,-0.8743056428535505,-0.8681455638639364,1490.76,0,0,1,0,0,0,1,0
1.2112850118070762,0.1792862143710536,-1.5687432024580825,501.66,1,0,0,0,0,1,0,0
1.5593554174987647,-0.5231083571120158,0.5330497133243562,2601.2,1,0,0,0,0,1,0,0
-0.1809966109596779,0.881680785854123,0.8833485326214293,2636.42,0,0,0,1,0,0,1,0
-1.2252078280347436,0.881680785854123,-1.2184443831610094,297.28,1,0,0,0,0,1,0,0
-0.8771374223430549,-0.1719110713704811,-0.16754792526979007,617.91,0,0,0,1,0,0,1,0
-1.573278233726432,-1.57670021433662,-1.5687432024580825,5.49,0,0,0,1,0,0,0,1
0.8632146061153877,-1.57670021433662,-1.2184443831610094,148.64,1,0,0,0,0,1,0,0
-0.8771374223430549,-0.8743056428535505,-0.8681455638639364,103.34,0,0,0,0,1,0,0,1
-0.5290670166513665,-1.57670021433662,-1.5687432024580825,66.26,0,0,1,0,0,0,1,0
-0.5290670166513665,-0.5231083571120158,-0.5178467445668632,647.42,0,1,0,0,0,0,0,1
-1.2252078280347436,-0.1719110713704811,-0.16754792526979007,828.2,0,0,1,0,0,0,1,0
1.2112850118070762,-0.1719110713704811,-0.16754792526979007,1291.78,0,0,0,0,1,0,1,0
-0.8771374223430549,1.5840753573371924,1.5839461712155756,1722.38,0,0,0,0,1,0,1,0
-1.573278233726432,-1.57670021433662,-1.5687432024580825,11.04,0,0,1,0,0,0,0,1
-0.5290670166513665,-0.5231083571120158,-0.5178467445668632,311.31,1,0,0,0,0,0,0,1
0.5151442004236991,0.5304835001125883,0.5330497133243562,1668.43,1,0,0,0,0,0,0,1
0.16707379473201064,0.5304835001125883,1.5839461712155756,4405.8,0,0,0,1,0,1,0,0
0.16707379473201064,0.1792862143710536,-0.8681455638639364,1132.92,0,0,0,1,0,1,0,0
0.8632146061153877,-1.57670021433662,-1.2184443831610094,148.64,1,0,0,0,0,1,0,0
0.8632146061153877,0.881680785854123,0.8833485326214293,5179.36,0,1,0,0,0,0,0,1
-1.573278233726432,0.5304835001125883,0.8833485326214293,587.44,0,0,0,1,0,1,0,0
1.5593554174987647,-1.57670021433662,-1.2184443831610094,209.8,0,0,0,1,0,1,0,0
0.8632146061153877,0.881680785854123,0.8833485326214293,2490.49,1,0,0,0,0,0,0,1
